;close;date;high;low;open;quoteVolume;volume;weightedAverage
26;439.7999;2015-12-21 00:00:00;443.0999999;426;443.09925;26.59737045;11583.495905;435.51282359
27;434.84381765;2015-12-22 00:00:00;439.83131689;432.2589971;432.2589971;15.54342014;6790.83811122;436.89471493
28;445.67999996;2015-12-23 00:00:00;446;434;434.00000001;5.90406712;2590.72813707;438.80397773
29;453.06292574;2015-12-24 00:00:00;464.88566999;441.52188074;445.67999;11.97441975;5436.33844866;453.99598161
30;455;2015-12-25 00:00:00;459.39999999;450;453.0630166;3.93842543;1783.49667733;452.84510498
31;418.53822857;2015-12-26 00:00:00;460.999999;409.000166;455.99999989;26.53301699;11361.05410045;428.18553595
32;421.24000002;2015-12-27 00:00:00;429.68242294;412.32;420.95017872;14.22446219;5994.61615054;421.4300738
33;423.59556697;2015-12-28 00:00:00;431.69037499;417.00000001;423.08;7.56572535;3195.21888091;422.32816195
34;427.00000001;2015-12-29 00:00:00;437.0783412;421.1;421.1;8.35056121;3568.15835775;427.29563534
35;425.12;2015-12-30 00:00:00;434.07;420;433.2;8.29649373;3505.68330624;422.54998561
36;430.57315002;2015-12-31 00:00:00;430.57315002;417;424.27;6.02804445;2539.67580514;421.31006601
37;434.98999999;2016-01-01 00:00:00;435;428.26000202;428.26000202;6.8872573;2975.02694268;431.96105693
38;436.9499;2016-01-02 00:00:00;438.13999999;430.5;434.98999999;2.1799812;944.85328936;433.42267784
39;428.14;2016-01-03 00:00:00;435.61499822;426.45308869;432.31;1.59634895;683.91847;428.42667325
40;432.00001111;2016-01-04 00:00:00;435.999999;427.29114042;427.29114142;1.67342763;724.97600445;433.22817877
41;430.37677352;2016-01-05 00:00:00;435.999999;429.5695;430.14021095;0.99253002;427.64728309;430.86584231
42;427.50002018;2016-01-06 00:00:00;434.99999973;427.290001;430.17047263;1.90335797;819.34482713;430.47332138
43;458.89700208;2016-01-07 00:00:00;458.89700208;427.50057343;427.50057343;24.01355979;10706.24231174;445.84153309
44;453.05;2016-01-08 00:00:00;468;446.99999999;451.10001118;12.93045198;5912.94840652;457.28860952
45;447.420001;2016-01-09 00:00:00;457.3980537;447.00037915;453.05;4.18158121;1879.48546964;449.46764758
46;450.72851988;2016-01-10 00:00:00;453.02999998;440.02000706;447.420001;20.46199501;9116.86086338;445.55092789
47;447;2016-01-11 00:00:00;455.66999999;444.89;448.77;16.13130083;7224.81225238;447.87536532
48;434.4962313;2016-01-12 00:00:00;448.62;434.07784163;448.08324386;16.94157502;7525.82848928;444.2224811
49;433.68500408;2016-01-13 00:00:00;439.69999998;424.001;433.4962313;21.08651871;9072.75886437;430.2634773
50;429.49640246;2016-01-14 00:00:00;434.99999999;424;428.53476603;5.27221683;2267.46968672;430.07898951
51;362;2016-01-15 00:00:00;429.49640246;358.000006;428.88954001;69.04527551;27192.75979869;393.83954365
52;386.4618669;2016-01-16 00:00:00;387.99999999;333.6;357;53.71812172;19523.98472643;363.45248309
53;370;2016-01-17 00:00:00;394.1;369.71695546;386.46186691;36.26175886;13842.4998052;381.73823444
54;388;2016-01-18 00:00:00;399.94999999;367.11112952;371.44223035;57.57306112;22196.01999022;385.52787637
55;378.50200171;2016-01-19 00:00:00;395;376.73464414;393.89998999;22.66875144;8779.08855613;387.27711049
56;422.88270948;2016-01-20 00:00:00;422.88270948;377.4225;379.502007;38.05770367;15387.14149928;404.31082318
57;406.0000001;2016-01-21 00:00:00;420.42999999;401.43089234;418.00000397;16.43429452;6751.03616056;410.78953236
58;380.97271858;2016-01-22 00:00:00;413.26513434;375;405.0000003;17.39397088;6756.02213209;388.41171913
59;389.94000001;2016-01-23 00:00:00;404.36071952;378.02890176;378.02890176;34.25231086;13328.05830136;389.11413468
60;402.85787573;2016-01-24 00:00:00;407.91799999;378.80930001;385.00000003;26.78341595;10516.92480948;392.66555203
61;391.17000081;2016-01-25 00:00:00;406.80087625;384.90950034;404.82937107;45.79431393;18108.31186502;395.42708059
62;395.11999999;2016-01-26 00:00:00;399.65700001;384.90950034;390.26000002;39.99480993;15647.27354435;391.23260172
63;396;2016-01-27 00:00:00;401.17609864;384.332;387.79;33.01060657;12979.7346639;393.1989143
64;378.0000001;2016-01-28 00:00:00;391.19000101;374.68813274;391.19000101;29.05393899;11050.97176019;380.36053438
65;376.8600002;2016-01-29 00:00:00;381.0000001;357.59046709;376.98;34.81245568;12980.18192613;372.86027867
66;378.66999987;2016-01-30 00:00:00;380.5;371.2;378.94281121;4.72278541;1781.19602242;377.14947171
67;367.33999995;2016-01-31 00:00:00;380.5;362.60000001;380.22999999;22.4369113;8407.72255208;374.72727148
68;370.45;2016-02-01 00:00:00;380.09999995;360.5;367.33999991;36.38603875;13509.41891094;371.28028702
69;368.6900001;2016-02-02 00:00:00;377.7777777;368.67145259;376.09;15.0157779;5604.44787387;373.2372649
70;358.52;2016-02-03 00:00:00;373;351.8881965;368.81387894;24.72730712;9004.93684017;364.16973334
71;389.59999999;2016-02-04 00:00:00;389.59999999;358.51;360.00002945;45.73942499;17028.530682;372.29437592
72;385.98899663;2016-02-05 00:00:00;397.97511686;380.3530589;385.7773098;57.96301395;22708.10009319;391.76879436
73;377.63999823;2016-02-06 00:00:00;388.18962933;371;388.18962933;41.10831006;15583.53414189;379.08476702
74;372.99999916;2016-02-07 00:00:00;381.67419373;368.99999823;376.96999674;42.41345192;15932.59275596;375.64951765
75;369.65447893;2016-02-08 00:00:00;379.00999997;369.09999999;372.99999916;17.38359135;6479.48321648;372.7355922
76;376.71518383;2016-02-09 00:00:00;380.49;369.65451242;373.21999972;55.2633927;20723.32240604;374.99185977
77;382.97999999;2016-02-10 00:00:00;385;364.1000001;376.98829552;100.09405847;37846.45175219;378.1088741
78;387.95;2016-02-11 00:00:00;388.254;371.00000001;382.98;56.58276553;21454.516881;379.17052445
79;385;2016-02-12 00:00:00;415.01869658;320;378.34879972;151.41985003;56849.66494514;375.44393904
80;391.98999996;2016-02-13 00:00:00;397.99999998;380.31135223;384.31;115.17376689;44799.38904767;388.97216143
81;404.88887998;2016-02-14 00:00:00;406.00000681;390.01050005;391.98999996;74.45059742;29671.13864735;398.53459442
82;403.8416231;2016-02-15 00:00:00;408.7;397.59;398.00001134;101.64696854;40996.12487407;403.31871636
83;408.00000009;2016-02-16 00:00:00;412.79999999;399.00000352;399.00000362;64.29109315;26228.93154111;407.97146627
84;413.50000048;2016-02-17 00:00:00;426;399.55;411.49999999;117.91827392;48770.63843345;413.59694992
85;418.10000823;2016-02-18 00:00:00;424.76999998;411;413.50000535;83.30538084;34912.88661748;419.09521648
86;417.00000354;2016-02-19 00:00:00;424.8;413.00000001;420;34.85415445;14617.06581747;419.37800667
87;436.5100001;2016-02-20 00:00:00;440;416.001;416.001;87.98980171;37972.04766773;431.55055392
88;441.00000442;2016-02-21 00:00:00;445;420.48999982;436.99999009;81.97225587;35817.96966889;436.95234794
89;440;2016-02-22 00:00:00;441.00000442;429.17;441.00000442;54.19509622;23594.55422733;435.3632685
90;416.10000178;2016-02-23 00:00:00;440.00000001;413.42;440;141.62216213;60429.45297098;426.69489056
91;409.45245;2016-02-24 00:00:00;425.09999896;405.99500043;416.10000178;94.03714592;39025.54904354;415.00141951
92;422.999999;2016-02-25 00:00:00;425.70181751;384.02000001;409.453;190.54795475;77657.33776091;407.54747466
93;432.48000001;2016-02-26 00:00:00;432.48000001;411.88900001;420;87.40090521;37088.59457624;424.35023398
94;425.52;2016-02-27 00:00:00;434.99999;421.00100001;429.00000552;44.24819954;18908.51511429;427.32846332
95;432.84999997;2016-02-28 00:00:00;439.44;380.99999;430;172.11082647;71879.58639651;417.63547285
96;436.1;2016-02-29 00:00:00;441.30464888;431.55004679;431.55004679;68.95950651;30212.28504225;438.1163174
97;434.00000001;2016-03-01 00:00:00;442.89999999;424.73000001;440;123.50955755;53433.06313699;432.62290139
98;425.98623253;2016-03-02 00:00:00;438.9999999;422.13646503;432.3700057;83.08450474;35872.40546759;431.75807065
99;417.24;2016-03-03 00:00:00;433.89;408.08999991;423.50910522;193.59632347;81434.40448315;420.64024266
100;408.14999999;2016-03-04 00:00:00;437.4944444;393.33;422.499999;192.1003058;79482.19429671;413.7536063
101;392;2016-03-05 00:00:00;410;378.88;400.40000001;331.59550797;129675.78057729;391.06615578
102;407.00000002;2016-03-06 00:00:00;433;378.99;391.999;294.66863098;119132.11979732;404.2918291
103;409.9;2016-03-07 00:00:00;420.02688172;401.7;407.00000002;152.98033287;62823.92444519;410.66667372
104;410.40000001;2016-03-08 00:00:00;415.60594081;402.83042801;409.90000001;116.27557706;47787.9324513;410.98856406
105;404.4;2016-03-09 00:00:00;415;401.00000003;410.40000001;202.33978322;82827.86906176;409.35038944
106;416.60126;2016-03-10 00:00:00;419.9;402.25185002;404;157.25680599;64807.42080052;412.11202524
107;421.1;2016-03-11 00:00:00;424.44475104;413.98;417.3;94.39262269;39582.40035558;419.33785954
108;410.5;2016-03-12 00:00:00;422.06999999;406.57296965;421.09999999;286.70876716;118475.77071643;413.22688486
109;410.79;2016-03-13 00:00:00;416.58836052;403;410.64106349;165.64629278;67860.07352421;409.66853157
110;411.95000001;2016-03-14 00:00:00;420;385;403.88641349;426.0125541;174393.54265204;409.36244947
111;413.49000459;2016-03-15 00:00:00;419.98956999;408.05;413.16000001;79.15230249;32758.04558617;413.86093083
112;418.1;2016-03-16 00:00:00;419.9;409.48402084;413.49000459;96.6490883;39999.95745837;413.86792324
113;418.30999999;2016-03-17 00:00:00;428.85247103;414.5;418.1;176.47793796;74062.69656392;419.67113521
114;404.91999981;2016-03-18 00:00:00;421;395.00010001;418.30999999;364.25437743;149460.46486619;410.3189258
115;404.25730345;2016-03-19 00:00:00;416.795;400;401.02100001;167.77795689;68209.42580957;406.54581253
116;409.98;2016-03-20 00:00:00;415.71129614;404.26;409.22999976;95.72352369;39316.06686728;410.72523609
117;404.36491835;2016-03-21 00:00:00;412.98;402.92;409.00000001;161.16163681;65750.7879139;407.98039294
118;414.99458;2016-03-22 00:00:00;418.59410249;403.96155785;406.56757875;114.68079951;47490.18751185;414.10757262
119;416.6;2016-03-23 00:00:00;423;413.67326001;414.99958;77.66869437;32499.02786897;418.4314946
120;418.8;2016-03-24 00:00:00;423.81442871;414;416.6;136.72118967;57163.65425816;418.10383888
121;416.71542144;2016-03-25 00:00:00;418.88;413.50108799;418.00000001;22.22939281;9248.62912324;416.05405969
122;418.32335169;2016-03-26 00:00:00;420.59117429;413.93;415.47795858;56.18818033;23467.42120272;417.6576117
123;424.0852;2016-03-27 00:00:00;428.99999996;415;415.271;119.85024086;50868.76451029;424.43606408
124;425.39092016;2016-03-28 00:00:00;428.75209124;420;424.1252;113.75665627;48232.4741829;423.99694017
125;416.965;2016-03-29 00:00:00;428.5;410;421.1000001;176.77798206;74052.5605586;418.90149268
126;414.3;2016-03-30 00:00:00;420.499;410;416.965;256.69478938;106608.59953261;415.31267459
127;417;2016-03-31 00:00:00;420.42259642;414.30000001;416.7734024;38.36353744;16043.0095792;418.18379246
128;418.2;2016-04-01 00:00:00;420.04;416.0000001;416.0000001;29.48380466;12339.2326862;418.50883318
129;421.56301498;2016-04-02 00:00:00;424;418.00000001;418.59;162.01592542;68343.11854222;421.82963412
130;423.99899758;2016-04-03 00:00:00;424.5;419.91910001;419.91910001;155.35475697;65653.62855696;422.60455899
131;420.50000777;2016-04-04 00:00:00;423.999;420.2;421.90816998;63.37689377;26764.47646093;422.30653584
132;424.15999996;2016-04-05 00:00:00;425.887;420.20000007;422.80000782;77.29184;32694.42101929;422.99964678
133;422.49957852;2016-04-06 00:00:00;425.938118;420.55;424.15999995;84.33157232;35692.79788744;423.24359555
134;423.99999994;2016-04-07 00:00:00;424.7050012;420.083;422.92250103;47.12197427;19851.51911763;421.27944393
135;419.00010005;2016-04-08 00:00:00;426.5;418;421.96837823;128.15342593;54145.06645227;422.50190394
136;420.5;2016-04-09 00:00:00;426.7;414.140001;419.001;133.58390521;55845.45172203;418.05524126
137;419.71930424;2016-04-10 00:00:00;425;415.1500001;417.62721002;214.64337189;90353.82208384;420.94857757
138;422.75262835;2016-04-11 00:00:00;424.77;419;419.71930424;38.65905706;16320.47263178;422.16427075
139;424.89;2016-04-12 00:00:00;429.98;422.4;423.17538097;164.02084592;69844.33423397;425.82596036
140;425;2016-04-13 00:00:00;427.5;423.24;426.5;68.74591189;29207.16247342;424.85671759
141;427.17996899;2016-04-14 00:00:00;428.999;423.511;424.56576567;82.64670874;35223.39463007;426.19234531
142;430.61709605;2016-04-15 00:00:00;437.30488611;424.81799693;427.1799692;67.30984251;28984.00151681;430.60569503
143;430.85;2016-04-16 00:00:00;436.34562405;429.599999;430.61709605;46.38990099;20080.51611305;432.86395712
144;428;2016-04-17 00:00:00;438.79118705;426;431.43100004;166.8799229;71854.77239978;430.57769413
145;430.31052983;2016-04-18 00:00:00;432.8;427.2;428.81999999;109.02701995;46770.67435812;428.98241536
146;437.93750001;2016-04-19 00:00:00;440.53415106;427.28621864;428.7;69.34843575;30095.27729175;433.97197018
147;443.12202632;2016-04-20 00:00:00;448.54054299;434.15442601;437.93750002;94.50938263;41707.7556308;441.30809524
148;450.79900002;2016-04-21 00:00:00;459.24500033;440.74000012;443.12202632;151.01794161;67739.88195091;448.55519303
149;447.539519;2016-04-22 00:00:00;456.74703717;445.63418304;450.79900455;143.80875081;64890.05616896;451.22467028
150;453.11;2016-04-23 00:00:00;454.82827541;446.62111001;449.28214327;65.19353986;29399.15866886;450.95202273
151;460.90144101;2016-04-24 00:00:00;464.38504995;451;453.11;61.52637365;28173.24466087;457.90517122
152;465;2016-04-25 00:00:00;474.06891535;456.55000001;460.90144101;129.98434483;60588.22044081;466.11936629
153;467.75;2016-04-26 00:00:00;472.47999999;463.223;463.9;105.28796163;49164.7279618;466.95488449
154;443.02499607;2016-04-27 00:00:00;469;443;467.75;232.56947395;105687.34272316;454.43342554
155;451;2016-04-28 00:00:00;451.1;421.91;443.02499607;131.70406006;57940.84010883;439.93207257
156;455.94999999;2016-04-29 00:00:00;484.484;445;451;76.21154141;34717.63027737;455.54294841
157;445.68435605;2016-04-30 00:00:00;456.456;440.01;454.95450011;97.44669036;43524.47236297;446.64905706
158;446.99655141;2016-05-01 00:00:00;455.2;442.0272721;445.68435605;45.49218465;20456.72330922;449.67555342
159;445;2016-05-02 00:00:00;451.19999999;425.9;447.4470001;170.88944266;75384.13459414;441.12809674
160;450.858;2016-05-03 00:00:00;450.9;440.2;445.00000446;50.42562629;22492.52913576;446.05354044
161;449.48999999;2016-05-04 00:00:00;450.858;444.21390929;447.80000029;14.37983552;6435.24781342;447.51887491
162;446.1200002;2016-05-05 00:00:00;451.89;444.54430455;445;44.5570001;19991.11077085;448.66375038
163;461;2016-05-06 00:00:00;463.04787573;444.47999995;446.12000071;67.78024551;30812.34317849;454.59179067
164;457.76002301;2016-05-07 00:00:00;461.9999;455.32799997;459.89000015;54.96595732;25239.04319469;459.17590496
165;459;2016-05-08 00:00:00;463;455.41;457.76002301;31.04076372;14279.29329401;460.01746035
166;463.226;2016-05-09 00:00:00;465.07029999;456.06;459;27.65507914;12764.58349906;461.56380296
167;449.5;2016-05-10 00:00:00;464.8342;449.48999997;460.50000925;62.98709497;28709.13615075;455.79393944
168;450.23617237;2016-05-11 00:00:00;455.71900601;449.48999997;449.5;46.41137434;20983.73112006;452.12475214
169;454.44000449;2016-05-12 00:00:00;455.06;448.09;453.53999998;44.31427048;19977.31893749;450.81006008
170;453.37281795;2016-05-13 00:00:00;457.98;450.13;454.44000904;49.72858601;22561.10049539;453.6847376
171;455.63002825;2016-05-14 00:00:00;457.75;450;453.37281795;59.7035848;27114.7512498;454.15616734
172;459.15690131;2016-05-15 00:00:00;463;454.26416333;455.63002825;58.26292273;26740.77420649;458.96726345
173;453.97511699;2016-05-16 00:00:00;461.979999;450.9;458;102.47215124;46775.17480875;456.46718881
174;450.71421308;2016-05-17 00:00:00;457.96737983;448.99999999;453.97511699;56.38590347;25510.06815936;452.41925001
175;447.98;2016-05-18 00:00:00;456.69;443.80092386;453.5;157.76221069;71102.40400167;450.69350696
176;434.36388823;2016-05-19 00:00:00;454.89813585;432.3333;448.13000001;218.5033574;96675.24782168;442.44284834
177;436.00000437;2016-05-20 00:00:00;444.44444443;422.0071547;432.35;207.05787499;90187.04589928;435.5644329
178;435.35569089;2016-05-21 00:00:00;440;418.17508636;436.00000874;124.8139516;53869.10433339;431.59521546
179;434.17000002;2016-05-22 00:00:00;450;420;435.35569088;117.90630042;51438.68178118;436.26745642
180;441.27;2016-05-23 00:00:00;444.97999999;430.00000001;434.17000002;72.50867382;31745.6864552;437.81915711
181;447.93890015;2016-05-24 00:00:00;449;439.5000001;441.2700006;88.52958773;39450.44406213;445.61874819
182;445.26100055;2016-05-25 00:00:00;453.35;444;446.99;65.09096018;29201.94786133;448.63292507
183;452;2016-05-26 00:00:00;454.95834691;445;449.106;64.96128459;29263.18236875;450.47111604
184;460.00000005;2016-05-27 00:00:00;477.85000015;450.76000448;452;382.30964973;179049.43162271;468.33615565
185;489;2016-05-28 00:00:00;521;461;466.00811494;691.17019229;342700.04829804;495.8258503
186;525.20000331;2016-05-29 00:00:00;551.00000005;480;491;663.08517372;345968.29122804;521.75543194
187;534.5;2016-05-30 00:00:00;542.43419978;522.0149885;529.8419999;327.89399546;174162.68789993;531.15546582
188;529.99999;2016-05-31 00:00:00;549;510.50000001;537.99999998;429.18501472;227226.83487321;529.43795118
189;535.5;2016-06-01 00:00:00;541.99999999;517.28;529.9999999;384.35654924;203694.98466838;529.96361079
190;536.8725;2016-06-02 00:00:00;539.83129126;531.78309789;534.4530179;140.70011462;75318.74626308;535.31403628
191;565.06714367;2016-06-03 00:00:00;579;534.52000018;537;518.94095071;289992.08168272;558.81518173
192;574.49999999;2016-06-04 00:00:00;592.17;560.00000003;565.1171004;457.0467677;263136.44789051;575.73199612
193;577.59999985;2016-06-05 00:00:00;583.5;570;573;138.47603968;79908.90825906;577.05945695
194;584.00999998;2016-06-06 00:00:00;586.01;574.06772283;577.01;158.36248654;92130.47835135;581.76958675
195;576;2016-06-07 00:00:00;589;560.102;584.00999998;282.99521975;163525.70310898;577.83910008
196;583.12345678;2016-06-08 00:00:00;583.12345678;569.1;578;91.16144796;52595.21104132;576.94576181
197;579.96999999;2016-06-09 00:00:00;582.46999999;567.62649842;580.00003756;91.93829262;52841.78115776;574.75269174
198;579.13;2016-06-10 00:00:00;579.99999999;573;576;87.36775788;50429.56938489;577.21029597
199;597;2016-06-11 00:00:00;597;579.13;579.13;158.62078782;93658.1857426;590.45341427
200;666.96500001;2016-06-12 00:00:00;683;594;597;790.68967621;504576.05826483;638.14676407
201;693;2016-06-13 00:00:00;700.64880369;653.57765611;666.96500001;1049.59073721;716875.95441873;683.00522194
202;674;2016-06-14 00:00:00;698.9;585;691.99999999;1563.54317246;1013464.8695996;648.1847687
203;691.999;2016-06-15 00:00:00;697.546;662.33;672.54241495;552.39276594;375147.26561355;679.13138756
204;764;2016-06-16 00:00:00;774.767;690.50989865;691.999;1440.85467158;1064094.8533995;738.5164336
205;747;2016-06-17 00:00:00;770.99999999;687.01;764;3199.00935543;2372250.7186427;741.55791842
206;757.89000001;2016-06-18 00:00:00;788.899999;705;747.00000001;2026.11889343;1518681.2809665;749.55190728
207;763.419;2016-06-19 00:00:00;775;741.019;757.89000001;820.01911973;622609.84965282;759.26260092
208;728.99999999;2016-06-20 00:00:00;767;720.1;763.41899999;1305.18652467;965227.01347185;739.53185634
209;668.50015;2016-06-21 00:00:00;727.37099934;639.7;723;3309.32128831;2234073.8425834;675.08520568
210;592.296;2016-06-22 00:00:00;700.68280717;580;667.909;2725.91751711;1758227.105393;645.00378105
211;634.67;2016-06-23 00:00:00;649;555.1;592.296;3070.25109265;1827667.6445977;595.28279265
212;660;2016-06-24 00:00:00;687.48000001;630.50000012;634.67;2407.40093619;1596492.1842475;663.16007452
213;663.45016787;2016-06-25 00:00:00;710.00000001;640.02000001;665;1414.40992374;953516.81540185;674.14460221
214;630;2016-06-26 00:00:00;671.86199999;616.3810001;668.693;805.81397612;513858.37816416;637.68858991
215;656.66666666;2016-06-27 00:00:00;656.66666666;621.01;630;562.70072908;360764.61106568;641.13052004
216;649.48524687;2016-06-28 00:00:00;661.19993856;638;656.66666666;745.39112278;482132.01022492;646.81748345
217;637.5;2016-06-29 00:00:00;648.62251249;616.6;648.43799993;634.69195055;401964.62064057;633.32238622
218;675.50000002;2016-06-30 00:00:00;683.22;633.00000001;637.34850013;865.93295366;575967.80298964;665.1413375
219;677;2016-07-01 00:00:00;690.32099999;666.7459996;671;715.84117518;484663.10209184;677.05395958
220;705;2016-07-02 00:00:00;707.06764424;674;674.89989999;459.62762277;318780.03916881;693.56153411
221;657.28399283;2016-07-03 00:00:00;706.99;641.51;705;841.62281802;563630.90353567;669.69536883
222;677.30000001;2016-07-04 00:00:00;681.99999999;635;661.00437;1043.23028367;690804.38955522;662.17823654
223;669.41998679;2016-07-05 00:00:00;681.99999999;660;681.79999999;565.40313393;378608.23601473;669.62528732
224;677;2016-07-06 00:00:00;680.63300012;665.00300536;665.00300536;333.98279785;224417.56576945;671.94348695
225;638.6;2016-07-07 00:00:00;680.6;594;676.07599998;1697.16892043;1068913.7977128;629.82169001
226;667.00000001;2016-07-08 00:00:00;667.00000001;634.2;638.601;824.81441151;538638.54894403;653.04211641
227;651.99999989;2016-07-09 00:00:00;669.65;623;665.001;916.99306359;593459.47623218;647.17989676
228;648.53100024;2016-07-10 00:00:00;652;638;651.99999991;262.45098476;169653.32029482;646.41906544
229;648.02000649;2016-07-11 00:00:00;664.48;645.0131;650;560.19893727;366451.59615726;654.14546829
230;666.66666666;2016-07-12 00:00:00;678;645;648.02000649;483.52709452;321271.44365402;664.43317715
231;657.24999998;2016-07-13 00:00:00;672.06099999;654;666.66666702;313.05464546;207745.44389853;663.60760624
232;659.50978497;2016-07-14 00:00:00;669.9;651;655.24999998;330.57023745;218290.45754725;660.34516365
233;665.96077199;2016-07-15 00:00:00;677.98;658;659.51;297.5036666;198798.39342965;668.22165824
234;667.47426499;2016-07-16 00:00:00;672.8;659.95;668.39999987;222.13474063;148182.88447273;667.08558982
235;685;2016-07-17 00:00:00;690;664.00000051;666.57426402;239.09733696;162614.5747232;680.1187198
236;676.953;2016-07-18 00:00:00;686.68699479;668.325;685;552.53154645;375811.84732583;680.16360285
237;676.49999989;2016-07-19 00:00:00;677.90999481;667.90000001;676.953;356.91403712;240125.97655618;672.78378427
238;667.23788745;2016-07-20 00:00:00;677.41999477;661.55500001;676.33999481;266.79049261;178461.82072876;668.92121598
239;663.98300519;2016-07-21 00:00:00;669.00298217;659.86262502;666.1200052;176.52830507;117382.71862675;664.95125855
240;646.75499481;2016-07-22 00:00:00;670;641.30499564;664.01000519;575.18219186;376350.814651;654.3158324
241;656.6399948;2016-07-23 00:00:00;658.21735;644.1210053;647.595;277.61680107;181302.3808553;653.06703397
242;664.49999833;2016-07-24 00:00:00;667.09096814;651;654;611.15392551;402297.46062976;658.25881801
243;653;2016-07-25 00:00:00;664.99999999;650.37997536;664.99999999;271.77073578;178546.50988444;656.97474517
244;655.08851717;2016-07-26 00:00:00;662.01070364;639.51;653;1012.48040229;660817.33277904;652.67172706
245;657.99999999;2016-07-27 00:00:00;661.000009;642;651.66600519;360.24212884;234900.37798894;652.06248571
246;656.34100519;2016-07-28 00:00:00;659.5;654.00000013;656.30001;68.12092341;44842.00640919;658.27067756
247;657.99001516;2016-07-29 00:00:00;661.94;653.56999481;658.1;150.05783738;98827.36706817;658.59517099
248;656.42000519;2016-07-30 00:00:00;661.21999466;652.001;661.21999466;127.84586698;83940.54391403;656.5761248
249;624.84499481;2016-07-31 00:00:00;656.74701;616.88400325;656.42000519;819.67132779;518136.66642903;632.12735258
250;610.04999481;2016-08-01 00:00:00;630.04001521;602.07155041;621.11001143;1569.86925935;967261.73222139;616.14158405
251;531.60000008;2016-08-02 00:00:00;616.7439333;462.94999479;605.01000519;5789.94801714;3248971.6025291;561.14002973
252;566.18900527;2016-08-03 00:00:00;590;511.073869;531.60000008;3918.62275951;2149258.2379152;548.47286146
253;581.04100001;2016-08-04 00:00:00;595.34100603;566.22900523;566.22900523;1793.3872692;1041142.548837;580.54529923
254;574.75600001;2016-08-05 00:00:00;584.97999998;569.000031;581.04101016;543.05066428;312077.75230956;574.6752059
255;582.53300002;2016-08-06 00:00:00;592.001;563.001;574.99999999;912.93252935;524834.19440544;574.88826121
256;602.00004615;2016-08-07 00:00:00;625;584.86400001;586.31999465;1176.3525672;704568.22283066;598.9430741
257;597.99999899;2016-08-08 00:00:00;613.34653466;591.78361695;602.00005616;583.29438035;348890.6146654;598.13813816
258;602.00001069;2016-08-09 00:00:00;625.29967988;586.0000005;597.99999898;1435.87725588;864945.24066901;602.38104415
